EdgeID,label,FromNodeId,ToNodeId,grossTx,grossTxFreq
9136,Fav,332,2533,200,< 3 / year
9137,Fav,4072,4796,50,< 3 / year
9138,Fav,6952,5030,200,<400/year
9139,Fav,3789,4988,500,> 400 / year
9140,Fav,3789,2198,300,< 3 / year
9141,Fav,8203,720,200,< 3 / year
9142,Fav,8935,9008,50000,< 5/year
9143,Fav,3254,291,0,<100 / year
9144,Fav,4116,203,600,< 50 / year
9145,Fav,7758,7012,50000,<400/year
9146,Fav,1802,6997,2000,< 5/year
9147,Fav,533,7881,900,< 5/year
9148,Fav,893,6959,900,< 5/year
9149,Fav,9012,3471,1000,< 3 / year
9150,Fav,1009,1009,100,< 1 / year
9151,Fav,103,990,500,< 5/year
9152,Fav,8920,3366,800,< 3 / year
9153,Fav,5168,5106,50,> 400 / year
9154,Fav,5071,2399,50000,< 1 / year
9155,Fav,3862,7952,400,< 25 / year
9156,Fav,7203,5640,700,< 3 / year
9157,Fav,901,8423,200,> 400 / year
9158,Fav,3503,4694,800,< 15/year
9159,Fav,8928,1643,50,< 1 / year
9160,Fav,3710,6749,700,< 3 / year
9161,Fav,6206,3943,700,> 400 / year
9162,Fav,7473,2963,50,< 15/year
9163,Fav,4151,8071,700,< 5/year
9164,Fav,4566,6496,5000,< 50 / year
9165,Fav,6125,5531,200,< 3 / year
9166,Fav,6028,1647,50,< 5/year
9167,Fav,944,7202,300,< 5/year
9168,Fav,2121,6699,1000,<100 / year
9169,Fav,6413,5580,50,< 3 / year
9170,Fav,4257,1350,2000,< 3 / year
9171,Fav,7800,6454,100,< 5/year
9172,Fav,2002,6147,100,< 5/year
9173,Fav,3026,6416,500,< 3 / year
9174,Fav,2613,4576,200,<100 / year
9175,Fav,1879,4341,400,< 5/year
9176,Fav,4389,4473,800,< 1 / year
9177,Fav,3133,1575,900,< 3 / year
9178,Fav,4770,7779,0,< 15/year
9179,Fav,8962,1930,100,< 5/year
9180,Fav,5675,6435,300,< 50 / year
9181,Fav,1365,1427,400,< 3 / year
9182,Fav,6704,4149,100,<100 / year
9183,Fav,2799,2805,50,<200/year
9184,Fav,6680,564,20000,< 1 / year
9185,Fav,7532,7506,20000,< 5/year
9186,Fav,8287,4586,0,< 50 / year
9187,Fav,2568,371,800,< 1 / year
9188,Fav,6637,7773,300,< 25 / year
9189,Fav,5933,2650,50000,< 3 / year
9190,Fav,537,6361,0,< 15/year
9191,Fav,8457,1940,900,< 3 / year
9192,Fav,5844,5069,300,< 15/year
9193,Fav,8090,2948,700,< 3 / year
9194,Fav,6856,1557,2000,< 5/year
9195,Fav,5008,6336,600,< 5/year
9196,Fav,4481,287,5000,< 5/year
9197,Fav,880,6154,900,> 400 / year
9198,Fav,8898,3536,200,< 15/year
9199,Fav,6017,4836,50,< 3 / year
9200,Fav,3585,3940,20000,< 5/year
9201,Fav,5244,1292,500,< 1 / year
9202,Fav,720,4098,10000,< 1 / year
9203,Fav,1711,7072,100,< 3 / year
9204,Fav,8527,6222,50000,< 15/year
9205,Fav,3931,7297,2000,< 5/year
9206,Fav,1082,8376,500,< 3 / year
9207,Fav,632,6828,10000,< 1 / year
9208,Fav,4861,2234,500,< 25 / year
9209,Fav,1012,3561,1000,<200/year
9210,Fav,788,182,10000,<400/year
9211,Fav,6959,2214,200,< 3 / year
9212,Fav,6998,1516,400,< 3 / year
9213,Fav,8665,1438,700,< 5/year
9214,Fav,117,6615,1000,> 400 / year
9215,Fav,1818,2602,400,<100 / year
9216,Fav,2715,3811,50,< 3 / year
9217,Fav,1052,8043,5000,< 3 / year
9218,Fav,1854,7677,1000,<200/year
9219,Fav,4863,7651,20000,<100 / year
9220,Fav,2217,4733,10000,> 400 / year
9221,Fav,7419,8571,1000,< 1 / year
9222,Fav,7139,8622,0,<400/year
9223,Fav,284,2032,20000,< 3 / year
9224,Fav,478,7828,400,< 15/year
9225,Fav,701,3464,400,< 5/year
9226,Fav,4740,7098,20000,< 3 / year
9227,Fav,7410,2782,100,< 5/year
9228,Fav,8767,3082,100,< 5/year
9229,Fav,7014,5818,10000,< 3 / year
9230,Fav,4777,3511,20000,< 5/year
9231,Fav,2654,741,500,< 5/year
9232,Fav,3676,7053,900,< 1 / year
9233,Fav,6354,5852,50000,< 5/year
9234,Fav,1749,2108,300,< 3 / year
9235,Fav,634,2813,300,> 400 / year
9236,Fav,308,3766,400,< 50 / year
9237,Fav,4292,5570,700,< 5/year
9238,Fav,6349,5152,800,< 5/year
9239,Fav,1613,6825,10000,< 15/year
9240,Fav,671,6918,500,<400/year
9241,Fav,22,4638,1000,<400/year
9242,Fav,2237,5739,50,<200/year
9243,Fav,5384,8674,2000,< 3 / year
9244,Fav,4156,2390,700,< 15/year
9245,Fav,6202,8951,400,<100 / year
9246,Fav,5444,3654,100,< 3 / year
9247,Fav,6493,4144,50000,< 5/year
9248,Fav,2702,5306,200,< 5/year
9249,Fav,4534,7428,50000,< 5/year
9250,Fav,2119,6089,2000,< 5/year
9251,Fav,2321,5914,700,> 400 / year
9252,Fav,7523,3032,1000,< 1 / year
9253,Fav,2436,5614,300,<400/year
9254,Fav,1188,2938,50000,< 15/year
9255,Fav,7622,2410,20000,< 50 / year
9256,Fav,4170,6859,0,<100 / year
9257,Fav,1842,3229,800,< 15/year
9258,Fav,5599,5752,10000,< 5/year
9259,Fav,370,5514,1000,< 5/year
9260,Fav,6288,5485,200,< 5/year
9261,Fav,1917,3132,0,< 25 / year
9262,Fav,5863,3418,5000,< 5/year
9263,Fav,8332,8191,50000,< 5/year
9264,Fav,7933,5217,0,< 1 / year
9265,Fav,7200,6969,20000,<200/year
9266,Fav,6181,868,600,< 5/year
9267,Fav,7128,3815,800,< 3 / year
9268,Fav,2425,8049,600,<200/year
9269,Fav,7808,3767,100,<100 / year
9270,Fav,2727,7737,600,< 15/year
9271,Fav,2393,9062,700,<200/year
9272,Fav,8160,5354,50,<100 / year
9273,Fav,7656,4013,400,< 1 / year
9274,Fav,2759,962,800,<100 / year
9275,Fav,5232,6837,10000,< 5/year
9276,Fav,5977,3506,200,> 400 / year
9277,Fav,5737,247,50,< 3 / year
9278,Fav,5299,3242,50000,<100 / year
9279,Fav,1473,7407,2000,< 3 / year
9280,Fav,927,5039,0,<100 / year
9281,Fav,6179,6186,700,< 25 / year
9282,Fav,929,7592,400,<200/year
9283,Fav,5192,4927,100,< 15/year
9284,Fav,430,3044,1000,<400/year
9285,Fav,3771,951,300,> 400 / year
9286,Fav,1280,7043,900,< 3 / year
9287,Fav,6243,4381,1000,> 400 / year
9288,Fav,2646,2944,600,< 1 / year
9289,Fav,1578,4967,5000,< 25 / year
9290,Fav,775,3358,900,< 1 / year
9291,Fav,3645,8321,5000,<200/year
9292,Fav,900,9047,300,< 15/year
9293,Fav,1991,91,300,< 1 / year
9294,Fav,7484,5613,500,< 5/year
9295,Fav,3023,1822,5000,< 25 / year
9296,Fav,6162,2365,500,< 3 / year
9297,Fav,7258,8142,200,< 5/year
9298,Fav,2950,946,100,<200/year
9299,Fav,6743,3101,50,< 5/year
9300,Fav,5715,8216,100,<400/year
9301,Fav,1306,6366,50,< 5/year
9302,Fav,5989,5938,900,< 5/year
9303,Fav,2459,4006,500,<100 / year
9304,Fav,6020,2013,800,< 15/year
9305,Fav,7397,6527,100,< 50 / year
9306,Fav,4981,1713,0,< 15/year
9307,Fav,325,3419,200,< 3 / year
9308,Fav,8799,6031,50,< 5/year
9309,Fav,1743,3294,50000,<200/year
9310,Fav,7296,2335,5000,< 5/year
9311,Fav,1387,4191,20000,<400/year
9312,Fav,6419,1924,20000,<200/year
9313,Fav,1805,6425,700,< 15/year
9314,Fav,5338,4451,200,<200/year
9315,Fav,5664,560,2000,< 5/year
9316,Fav,5073,541,20000,< 1 / year
9317,Fav,3847,414,0,<400/year
9318,Fav,1302,2862,50,< 5/year
9319,Fav,3955,8343,200,< 1 / year
9320,Fav,1753,5302,100,< 5/year
9321,Fav,8618,1273,1000,< 3 / year
9322,Fav,4928,2903,100,< 50 / year
9323,Fav,2946,3144,0,< 1 / year
9324,Fav,5621,4210,400,< 25 / year
9325,Fav,7124,5710,300,< 15/year
9326,Fav,4680,2517,200,< 5/year
9327,Fav,340,231,1000,< 15/year
9328,Fav,2960,3179,100,<100 / year
9329,Fav,4202,1675,100,< 50 / year
9330,Fav,7198,4933,50000,< 5/year
9331,Fav,1007,6362,400,< 5/year
9332,Fav,6049,2286,900,< 5/year
9333,Fav,8116,8540,300,< 1 / year
9334,Fav,7188,7738,50,< 5/year
9335,Fav,5768,5154,50000,< 5/year
9336,Fav,1748,4136,50,< 50 / year
9337,Fav,8311,3281,50,< 5/year
9338,Fav,6320,64,800,< 3 / year
9339,Fav,7609,4071,100,< 50 / year
9340,Fav,784,2419,50000,< 15/year
9341,Fav,7501,7999,100,< 25 / year
9342,Fav,3654,4806,50000,< 1 / year
9343,Fav,2846,7377,300,< 50 / year
9344,Fav,872,6590,1000,<100 / year
9345,Fav,626,298,500,<200/year
9346,Fav,6441,4358,0,< 1 / year
9347,Fav,3867,8859,0,> 400 / year
9348,Fav,5924,261,10000,< 3 / year
9349,Fav,7685,3964,2000,< 3 / year
9350,Fav,8520,3124,2000,<100 / year
9351,Fav,3982,1825,500,< 1 / year
9352,Fav,4394,919,400,< 3 / year
9353,Fav,2697,4821,800,< 3 / year
9354,Fav,1268,6453,0,< 3 / year
9355,Fav,5560,6461,700,< 3 / year
9356,Fav,5858,3716,50000,<400/year
9357,Fav,3748,7671,2000,< 25 / year
9358,Fav,3915,5997,900,< 3 / year
9359,Fav,8264,7395,200,< 5/year
9360,Fav,8924,1382,50,<100 / year
9361,Fav,2776,7545,400,< 5/year
9362,Fav,6814,402,900,< 25 / year
9363,Fav,3423,4372,100,< 3 / year
9364,Fav,6059,8281,50,< 1 / year
9365,Fav,398,3105,800,< 5/year
9366,Fav,981,805,20000,< 3 / year
9367,Fav,1547,941,200,< 15/year
9368,Fav,8879,5869,500,< 15/year
9369,Fav,1340,6350,50000,<400/year
9370,Fav,4148,4333,800,< 5/year
9371,Fav,6173,1163,900,< 3 / year
9372,Fav,7779,1719,300,< 25 / year
9373,Fav,7963,4114,200,< 1 / year
9374,Fav,2269,3576,800,< 1 / year
9375,Fav,8307,2217,700,< 3 / year
9376,Fav,6071,785,100,<400/year
9377,Fav,1807,4209,0,< 5/year
9378,Fav,2312,1984,0,< 5/year
9379,Fav,1013,7625,20000,< 1 / year
9380,Fav,4271,5452,800,< 3 / year
9381,Fav,5471,6910,5000,< 5/year
9382,Fav,1363,3679,100,< 1 / year
9383,Fav,592,4975,20000,<100 / year
9384,Fav,2041,7549,200,< 50 / year
9385,Fav,1983,3637,1000,< 3 / year
9386,Fav,8551,5470,900,< 5/year
9387,Fav,2726,4922,0,< 25 / year
9388,Fav,8307,6028,10000,< 1 / year
9389,Fav,1546,6610,0,< 1 / year
9390,Fav,3444,7286,2000,< 1 / year
9391,Fav,8343,877,700,< 5/year
9392,Fav,4990,2559,800,< 1 / year
9393,Fav,3334,55,100,< 1 / year
9394,Fav,7001,2193,900,< 15/year
9395,Fav,1219,8501,900,> 400 / year
9396,Fav,6044,8825,900,< 3 / year
9397,Fav,1029,4600,5000,< 5/year
9398,Fav,613,5980,10000,< 15/year
9399,Fav,9057,4374,500,< 15/year
9400,Fav,1609,8965,10000,< 50 / year
9401,Fav,7470,4453,800,< 5/year
9402,Fav,6618,6690,0,< 5/year
9403,Fav,832,361,50000,<100 / year
9404,Fav,4631,7320,20000,< 3 / year
9405,Fav,4810,6758,1000,< 3 / year
9406,Fav,8081,3389,500,< 5/year
9407,Fav,8337,1782,1000,< 5/year
9408,Fav,8587,3490,10000,< 5/year
9409,Fav,1475,3930,600,< 1 / year
9410,Fav,5506,5274,2000,<400/year
9411,Fav,3652,933,20000,< 5/year
9412,Fav,4133,5152,500,< 50 / year
9413,Fav,5963,7143,10000,< 50 / year
9414,Fav,1945,8211,0,< 5/year
9415,Fav,5276,4942,1000,< 1 / year
9416,Fav,4799,4483,10000,< 5/year
9417,Fav,2398,738,800,< 3 / year
9418,Fav,5052,1910,0,< 3 / year
9419,Fav,1697,2189,50000,> 400 / year
9420,Fav,5307,1166,400,< 5/year
9421,Fav,5682,6093,1000,< 5/year
9422,Fav,7788,5359,0,< 5/year
9423,Fav,4992,3589,400,<100 / year
9424,Fav,227,6960,0,< 15/year
9425,Fav,5697,4628,600,< 50 / year
9426,Fav,7583,1037,700,< 5/year
9427,Fav,6436,7371,600,< 1 / year
9428,Fav,3474,4493,100,< 5/year
9429,Fav,1930,7065,800,< 3 / year
9430,Fav,8519,7043,100,< 5/year
9431,Fav,3455,2373,700,< 1 / year
9432,Fav,468,3712,10000,< 3 / year
9433,Fav,6173,7598,50000,< 5/year
9434,Fav,8532,3030,0,< 3 / year
9435,Fav,8364,8183,400,< 1 / year
9436,Fav,7850,5593,20000,< 5/year
9437,Fav,4077,2943,800,< 5/year
9438,Fav,7836,8085,0,<400/year
9439,Fav,6853,6137,10000,< 5/year
9440,Fav,7950,4275,10000,< 1 / year
9441,Fav,7712,5470,800,< 3 / year
9442,Fav,1536,5630,500,< 3 / year
9443,Fav,6244,4593,50,<100 / year
9444,Fav,1755,8208,200,< 3 / year
9445,Fav,2829,2927,400,< 5/year
9446,Fav,4755,1902,50000,> 400 / year
9447,Fav,1744,8608,500,<100 / year
9448,Fav,4031,7330,2000,< 3 / year
9449,Fav,382,7397,5000,< 3 / year
9450,Fav,4498,2127,50,<200/year
9451,Fav,7106,458,800,< 50 / year
9452,Fav,7708,1978,10000,< 15/year
9453,Fav,5433,773,500,< 3 / year
9454,Fav,4441,8931,10000,< 3 / year
9455,Fav,3331,5148,400,< 15/year
9456,Fav,8008,2681,700,<100 / year
9457,Fav,2889,5150,2000,< 5/year
9458,Fav,4364,7788,0,> 400 / year
9459,Fav,1814,2681,400,< 15/year
9460,Fav,3467,2421,10000,< 15/year
9461,Fav,7868,6879,50000,< 3 / year
9462,Fav,8023,7411,20000,< 3 / year
9463,Fav,1384,7740,50000,< 5/year
9464,Fav,5047,2405,2000,> 400 / year
9465,Fav,6747,8729,1000,< 5/year
9466,Fav,7478,151,0,< 5/year
9467,Fav,8625,7933,20000,<400/year
9468,Fav,7514,1123,500,< 3 / year
9469,Fav,5084,740,600,<200/year
9470,Fav,1668,1214,900,< 5/year
9471,Fav,2442,493,800,< 5/year
9472,Fav,7251,1198,10000,< 1 / year
9473,Fav,2110,2066,200,> 400 / year
9474,Fav,8569,7199,800,< 3 / year
9475,Fav,7670,5426,1000,< 25 / year
9476,Fav,7564,100,1000,< 3 / year
9477,Fav,7311,3914,200,< 15/year
9478,Fav,2440,558,20000,< 5/year
9479,Fav,1081,1793,50,<100 / year
9480,Fav,8732,241,200,<200/year
9481,Fav,2489,3154,200,< 5/year
9482,Fav,5179,5378,600,< 1 / year
9483,Fav,8779,2748,50000,<200/year
9484,Fav,8957,4740,400,< 3 / year
9485,Fav,7933,6941,400,< 1 / year
9486,Fav,8081,5588,400,< 5/year
9487,Fav,1422,1509,500,< 15/year
9488,Fav,1152,1248,10000,<400/year
9489,Fav,5048,1769,800,< 5/year
9490,Fav,7369,9034,0,<400/year
9491,Fav,3248,8474,50000,< 1 / year
9492,Fav,1203,7557,20000,<200/year
9493,Fav,253,6382,500,< 3 / year
9494,Fav,6049,7160,300,< 3 / year
9495,Fav,3606,4295,1000,< 5/year
9496,Fav,7644,642,100,< 3 / year
9497,Fav,383,4675,500,< 5/year
9498,Fav,4269,1139,100,< 3 / year
9499,Fav,1452,941,20000,< 3 / year
9500,Fav,7134,1698,900,<400/year
9501,Fav,6812,2554,500,< 3 / year
9502,Fav,5284,5333,700,< 3 / year
9503,Fav,4851,783,700,<100 / year
9504,Fav,2577,4912,2000,< 5/year
9505,Fav,1240,2617,50000,< 25 / year
9506,Fav,423,446,10000,< 15/year
9507,Fav,4022,4567,50000,< 25 / year
9508,Fav,3362,6361,20000,< 15/year
9509,Fav,2437,3388,50000,< 15/year
9510,Fav,3666,2070,300,< 5/year
9511,Fav,4977,1551,50000,<200/year
9512,Fav,3680,7491,100,< 1 / year
9513,Fav,6606,6659,600,< 5/year
9514,Fav,7326,1861,20000,< 1 / year
9515,Fav,4008,7326,300,< 25 / year
9516,Fav,4448,8017,0,< 15/year
9517,Fav,1707,3030,900,< 25 / year
9518,Fav,6712,3579,600,< 5/year
9519,Fav,6402,4574,500,<400/year
9520,Fav,7133,7749,20000,< 5/year
9521,Fav,2199,7822,50,< 5/year
9522,Fav,8513,4779,100,< 50 / year
9523,Fav,3758,2980,0,< 5/year
9524,Fav,798,8572,900,<200/year
9525,Fav,103,7710,1000,< 5/year
9526,Fav,2944,6868,200,< 3 / year
9527,Fav,4759,4202,800,< 1 / year
9528,Fav,2521,1691,600,< 5/year
9529,Fav,4471,6594,900,<400/year
9530,Fav,7420,8965,10000,< 50 / year
9531,Fav,8074,7713,2000,< 1 / year
9532,Fav,7165,1521,900,<100 / year
9533,Fav,4595,5843,800,< 3 / year
9534,Fav,2592,3405,50000,<200/year
9535,Fav,5425,5833,800,< 50 / year
9536,Fav,2666,209,5000,> 400 / year
9537,Fav,2288,3672,0,<100 / year
9538,Fav,451,4898,0,< 3 / year
9539,Fav,8955,595,10000,< 3 / year
9540,Fav,6399,8179,50,> 400 / year
9541,Fav,4258,412,5000,<100 / year
9542,Fav,8969,8314,50000,< 1 / year
9543,Fav,887,5008,900,< 3 / year
9544,Fav,4686,7371,20000,<400/year
9545,Fav,2968,8135,50000,< 5/year
9546,Fav,1135,2103,300,< 5/year
9547,Fav,5598,2465,100,< 1 / year
9548,Fav,1205,5208,5000,<400/year
9549,Fav,411,5664,100,< 15/year
9550,Fav,6103,1819,300,< 3 / year
9551,Fav,2493,2336,2000,< 3 / year
9552,Fav,3775,2823,2000,< 25 / year
9553,Fav,3753,2049,500,< 5/year
9554,Fav,8850,5577,500,<100 / year
9555,Fav,109,5087,200,< 25 / year
9556,Fav,7750,7492,700,< 3 / year
9557,Fav,8992,3679,0,< 15/year
9558,Fav,1275,3190,700,< 50 / year
9559,Fav,6898,6212,300,<400/year
9560,Fav,488,5105,1000,< 1 / year
9561,Fav,3068,8294,700,< 5/year
9562,Fav,1198,5693,5000,> 400 / year
9563,Fav,7570,468,50000,< 5/year
9564,Fav,2462,7663,20000,< 1 / year
9565,Fav,8458,7095,20000,> 400 / year
9566,Fav,73,8739,600,< 15/year
9567,Fav,4284,523,5000,<100 / year
9568,Fav,6515,4917,600,< 25 / year
9569,Fav,6600,2643,1000,< 15/year
9570,Fav,3668,1134,300,< 3 / year
9571,Fav,2611,3540,0,<100 / year
9572,Fav,319,7474,1000,< 1 / year
9573,Fav,8818,1368,5000,< 5/year
9574,Fav,7281,4296,0,< 5/year
9575,Fav,2682,3527,0,< 25 / year
9576,Fav,6359,859,300,< 1 / year
9577,Fav,6964,5507,500,< 5/year
9578,Fav,5295,105,1000,<400/year
9579,Fav,2822,4996,0,< 25 / year
9580,Fav,1181,3262,50000,< 3 / year
9581,Fav,7382,5539,300,<400/year
9582,Fav,1425,313,50000,<200/year
9583,Fav,4071,6980,100,< 3 / year
9584,Fav,5672,3598,2000,< 5/year
9585,Fav,2840,5638,1000,<200/year
9586,Fav,1968,2664,5000,< 25 / year
9587,Fav,2930,7109,600,< 50 / year
9588,Fav,4682,1571,100,< 3 / year
9589,Fav,3587,8771,800,< 50 / year
9590,Fav,5840,2287,400,< 15/year
9591,Fav,8046,7690,2000,< 15/year
9592,Fav,1767,4195,300,< 15/year
9593,Fav,6639,1283,100,< 5/year
9594,Fav,7807,8552,300,< 3 / year
9595,Fav,320,5715,800,<100 / year
9596,Fav,8767,5767,50,< 3 / year
9597,Fav,2204,6405,50,< 15/year
9598,Fav,4123,3375,800,> 400 / year
9599,Fav,4389,1016,800,< 1 / year
9600,Fav,7255,7240,100,< 15/year
9601,Fav,1720,4739,2000,< 5/year
9602,Fav,7985,1309,600,< 50 / year
9603,Fav,5234,712,5000,> 400 / year
9604,Fav,6701,1953,50,< 5/year
9605,Fav,8290,5262,50000,< 1 / year
9606,Fav,6591,5798,5000,< 5/year
9607,Fav,19,2766,700,< 25 / year
9608,Fav,4039,6796,600,<200/year
9609,Fav,7923,7004,5000,< 5/year
9610,Fav,4440,8750,0,< 1 / year
9611,Fav,2993,18,50,< 1 / year
9612,Fav,4640,4339,50,< 3 / year
9613,Fav,6381,4849,10000,< 3 / year
9614,Fav,3204,5301,600,< 5/year
9615,Fav,7448,4799,500,< 1 / year
9616,Fav,8720,2329,600,<100 / year
9617,Fav,814,2248,800,< 3 / year
9618,Fav,4662,2475,2000,< 1 / year
9619,Fav,6130,7167,0,< 1 / year
9620,Fav,855,2637,800,> 400 / year
9621,Fav,1795,1184,200,< 5/year
9622,Fav,8575,7809,800,< 5/year
9623,Fav,4056,4487,50000,< 5/year
9624,Fav,2885,5325,800,> 400 / year
9625,Fav,2251,3702,200,< 3 / year
9626,Fav,1296,5354,600,< 15/year
9627,Fav,1706,605,0,< 5/year
9628,Fav,7898,7341,300,< 3 / year
9629,Fav,5018,1950,100,< 5/year
9630,Fav,7650,3736,50000,< 5/year
9631,Fav,7433,2737,300,< 1 / year
9632,Fav,1585,1225,800,<100 / year
9633,Fav,4168,4992,50000,< 5/year
9634,Fav,7864,1666,400,< 15/year
9635,Fav,4581,1951,900,< 3 / year
9636,Fav,3829,1894,600,< 5/year
9637,Fav,3918,3239,400,< 5/year
9638,Fav,6488,8858,700,> 400 / year
9639,Fav,1037,5742,10000,< 3 / year
9640,Fav,6331,1720,800,< 3 / year
9641,Fav,1392,3548,400,< 3 / year
9642,Fav,7507,7246,700,> 400 / year
9643,Fav,8883,8345,50000,<100 / year
9644,Fav,5549,4229,600,< 5/year
9645,Fav,4899,3163,2000,< 1 / year
9646,Fav,3557,2844,200,< 1 / year
9647,Fav,8060,4410,400,< 3 / year
9648,Fav,2899,3387,200,< 3 / year
9649,Fav,5314,7114,100,> 400 / year
9650,Fav,5061,485,10000,< 15/year
9651,Fav,6326,7810,300,< 3 / year
9652,Fav,8961,1700,2000,> 400 / year
9653,Fav,6440,8730,5000,> 400 / year
9654,Fav,2910,6042,0,< 1 / year
9655,Fav,6501,4102,800,< 5/year
9656,Fav,6889,8551,200,< 1 / year
9657,Fav,5060,7752,20000,<400/year
9658,Fav,7414,7835,50,< 3 / year
9659,Fav,1432,5635,10000,< 50 / year
9660,Fav,3588,6665,200,< 5/year
9661,Fav,8676,3758,700,< 1 / year
9662,Fav,6417,3348,400,< 1 / year
9663,Fav,4047,5954,20000,< 1 / year
9664,Fav,191,4869,500,< 5/year
9665,Fav,8762,8516,50,< 3 / year
9666,Fav,3096,5441,20000,< 1 / year
9667,Fav,1999,244,300,< 15/year
9668,Fav,6908,976,400,< 1 / year
9669,Fav,4391,5736,100,< 1 / year
9670,Fav,7547,2558,20000,< 5/year
9671,Fav,167,1054,100,> 400 / year
9672,Fav,3888,1669,50,< 3 / year
9673,Fav,2526,2097,100,< 25 / year
9674,Fav,5449,1480,500,< 50 / year
9675,Fav,6327,8404,400,< 5/year
9676,Fav,6992,3412,700,< 50 / year
9677,Fav,5347,778,400,<400/year
9678,Fav,6798,6836,200,<400/year
9679,Fav,1345,4255,50000,< 3 / year
9680,Fav,7991,3331,800,< 5/year
9681,Fav,5889,8430,50,< 5/year
9682,Fav,7342,5881,10000,< 5/year
9683,Fav,2583,5025,5000,< 3 / year
9684,Fav,4532,1491,500,<200/year
9685,Fav,2376,8726,900,< 15/year
9686,Fav,3290,7439,20000,< 3 / year
9687,Fav,6954,6354,500,< 3 / year
9688,Fav,6387,2842,200,< 3 / year
9689,Fav,5128,8415,2000,< 25 / year
9690,Fav,388,5940,800,< 50 / year
9691,Fav,4131,1017,0,< 3 / year
9692,Fav,8019,6213,800,< 1 / year
9693,Fav,8214,2170,100,< 3 / year
9694,Fav,2349,1091,600,< 5/year
9695,Fav,5238,3320,400,< 5/year
9696,Fav,6918,2893,600,<100 / year
9697,Fav,1967,2801,900,< 25 / year
9698,Fav,5222,5768,10000,< 15/year
9699,Fav,6431,3902,0,< 3 / year
9700,Fav,677,6442,900,> 400 / year
9701,Fav,3933,7319,300,< 1 / year
9702,Fav,7835,3399,100,<100 / year
9703,Fav,7526,7556,5000,<200/year
9704,Fav,4802,3437,800,< 5/year
9705,Fav,3273,4954,500,< 25 / year
9706,Fav,3972,6203,1000,< 1 / year
9707,Fav,1852,5608,1000,< 3 / year
9708,Fav,6548,8054,300,< 50 / year
9709,Fav,278,5681,50000,<100 / year
9710,Fav,1862,527,10000,< 5/year
9711,Fav,1392,4377,300,< 3 / year
9712,Fav,4493,935,300,< 1 / year
9713,Fav,8835,8996,600,< 50 / year
9714,Fav,5614,464,1000,< 1 / year
9715,Fav,1711,2588,800,<200/year
9716,Fav,7460,2595,50000,< 5/year
9717,Fav,4314,3741,300,< 3 / year
9718,Fav,424,8570,5000,< 15/year
9719,Fav,2092,3212,700,< 3 / year
9720,Fav,1802,3138,20000,< 1 / year
9721,Fav,4186,1673,600,< 3 / year
9722,Fav,1469,1988,50000,< 1 / year
9723,Fav,59,9021,900,< 25 / year
9724,Fav,6452,6480,20000,< 15/year
9725,Fav,1969,1526,5000,< 5/year
9726,Fav,2158,1821,2000,< 5/year
9727,Fav,1913,1249,1000,< 15/year
9728,Fav,6551,1656,50000,< 1 / year
9729,Fav,8241,128,600,<200/year
9730,Fav,3396,6509,0,< 5/year
9731,Fav,2008,797,800,< 1 / year
9732,Fav,6240,2241,700,< 3 / year
9733,Fav,4921,131,100,<200/year
9734,Fav,6978,3735,1000,< 5/year
9735,Fav,7334,7345,600,< 1 / year
9736,Fav,803,7149,50,< 1 / year
9737,Fav,2331,4794,900,< 1 / year
9738,Fav,2825,607,10000,<400/year
9739,Fav,4295,7419,100,<100 / year
9740,Fav,5033,1860,50000,< 1 / year
9741,Fav,6891,4321,200,<200/year
9742,Fav,3753,5695,20000,< 3 / year
9743,Fav,6007,1036,1000,< 1 / year
9744,Fav,6137,7586,0,< 15/year
9745,Fav,6830,252,5000,< 1 / year
9746,Fav,950,1278,10000,< 3 / year
9747,Fav,5268,8173,1000,< 5/year
9748,Fav,10,1610,800,< 3 / year
9749,Fav,4436,3467,50000,< 5/year
9750,Fav,2582,2120,200,< 3 / year
9751,Fav,4798,5035,600,< 5/year
9752,Fav,8791,1942,100,> 400 / year
9753,Fav,2336,8700,2000,< 15/year
9754,Fav,6551,8537,50000,< 3 / year
9755,Fav,611,501,100,<400/year
9756,Fav,2930,8424,700,< 3 / year
9757,Fav,7007,1906,1000,< 1 / year
9758,Fav,3901,8928,5000,< 15/year
9759,Fav,6291,3156,0,< 3 / year
9760,Fav,3127,4131,20000,< 1 / year
9761,Fav,6940,8073,1000,< 5/year
9762,Fav,5841,2367,5000,< 15/year
9763,Fav,6331,5884,100,< 50 / year
9764,Fav,6201,6616,2000,< 1 / year
9765,Fav,7401,3314,2000,< 15/year
9766,Fav,1987,3184,700,< 3 / year
9767,Fav,6858,6829,800,<200/year
9768,Fav,2620,2795,50000,< 5/year
9769,Fav,2616,7975,400,< 5/year
9770,Fav,8748,1993,5000,< 3 / year
9771,Fav,4603,656,200,< 3 / year
9772,Fav,5445,2161,10000,> 400 / year
9773,Fav,601,3874,200,< 5/year
9774,Fav,232,7934,2000,< 50 / year
9775,Fav,3493,8177,400,< 3 / year
9776,Fav,6113,6360,1000,< 5/year
9777,Fav,8224,7571,200,<100 / year
9778,Fav,6028,1244,100,< 3 / year
9779,Fav,8959,3724,0,< 5/year
9780,Fav,6550,7665,300,<400/year
9781,Fav,4863,12,200,< 25 / year
9782,Fav,6354,3554,5000,< 1 / year
9783,Fav,8218,7975,2000,< 50 / year
